id,tagName,url,avatarUrl
3240,哪吒社区,https://bbs.csdn.net/forums/nezha,https://img-community.csdnimg.cn/avatar/747f36632d684176a4027e6055b2b1af.png
3254,Java全栈社区,https://bbs.csdn.net/forums/lyy,https://img-community.csdnimg.cn/avatar/c64548109c9d4aaea52257a29b735479.png
3235,Java程序员进阶之路,https://bbs.csdn.net/forums/qing_gee,"https://img-community.csdnimg.cn/avatar/b9413b42b5f34d00af250fe2f659ad29.png?x-oss-process=image/resize,m_fixed,h_88,w_88"
36648,C语言交流社区,https://bbs.csdn.net/forums/thjs,"https://img-community.csdnimg.cn/avatar/007e1021c975460589297e60837c28c3.png?x-oss-process=image/resize,m_fixed,h_88,w_88"
37775,c#交流社区,https://bbs.csdn.net/forums/cb9af3be6004434aad9525d69da0cf72,"https://img-community.csdnimg.cn/avatar/ea57ff589f614b80ad9fcd29d32a2d5a.png?x-oss-process=image/resize,m_fixed,h_88,w_88"
37774,C++交流社区,https://bbs.csdn.net/forums/7b6ae30024bd42069c6690fd751d9178,"https://img-community.csdnimg.cn/avatar/950b478c949e4005a315b904eae099e9.png?x-oss-process=image/resize,m_fixed,h_88,w_88"
37773,python交流,https://bbs.csdn.net/forums/f17cd0f691784535a2f181355fd6d6bf,"https://img-community.csdnimg.cn/avatar/598cacf65a0847a288266252b45cfe4e.png?x-oss-process=image/resize,m_fixed,h_88,w_88"
37772,java交流,https://bbs.csdn.net/forums/58c1f7d5d07b44a19705eb1c28e3aecf,"https://img-community.csdnimg.cn/avatar/d80801cfe84b423f87384a7b50bcb738.png?x-oss-process=image/resize,m_fixed,h_88,w_88"
4132,小虚竹JAVA社区,https://bbs.csdn.net/forums/xiaoxuzhu,https://img-community.csdnimg.cn/avatar/7fa051286b3c4316b5c2827345902c41.png
4393,hacker社区(带你学Python),https://bbs.csdn.net/forums/hacker,"https://img-community.csdnimg.cn/avatar/c98e6a3303dd4e7dbb619101e257ce50.jpg?x-oss-process=image/resize,m_fixed,h_88,w_88"
227,C#,https://bbs.csdn.net/forums/CSharp,"https://img-community.csdnimg.cn/avatar/a7b2a15d77ba47b6968a126366232f4f.png?x-oss-process=image/resize,m_fixed,h_88,w_88"
21721,哈士奇（易编橙共创营）,https://bbs.csdn.net/forums/HuskyAllIn,"https://img-community.csdnimg.cn/avatar/36f133bdab3f425aa2c1f756d2181471.jpg?x-oss-process=image/resize,m_fixed,h_88,w_88"
10217,热爱编程的小白白（个人社区）,https://bbs.csdn.net/forums/tsj,"https://img-community.csdnimg.cn/avatar/cf61f9738ba449629b25f19857dd0c82.jpg?x-oss-process=image/resize,m_fixed,h_88,w_88"
45112,陈橘又青（个人社区）,https://bbs.csdn.net/forums/cjyq,https://img-community.csdnimg.cn/avatar/574851ad78004d8ea7d6a390fb444fd0.png
30461,胡安民-知识共享社区,https://bbs.csdn.net/forums/ham,https://img-community.csdnimg.cn/avatar/08083f955e664873b4c83ab6b66aa437.png
3259,二线架构师晋级之路,https://bbs.csdn.net/forums/xhj,https://img-community.csdnimg.cn/avatar/12629855ac3c4992be52de27b19695bf.png
3233,冰河社区,https://bbs.csdn.net/forums/binghe,https://img-community.csdnimg.cn/avatar/777eef884ae2443ba29c8a2acf739044.png
3991,JavaEdge开发者社区,https://bbs.csdn.net/forums/javaedge,"https://img-community.csdnimg.cn/avatar/77e82e290cbb4bd4becf5779af3fbf1c.jpg?x-oss-process=image/resize,m_fixed,h_88,w_88"
